date/time,type,order id,sku,description,quantity,order city,order state,order postal,total
"Nov 12, 2020 9:54:26 AM PST",Order,112-4929056-3942601,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",1,CEDAR RAPIDS,IA,52405-5353,9.47
"Nov 12, 2020 9:59:16 AM PST",Order,113-8620428-3301824,N1N-TART-CHERRY-FBA,"N1N Premium Tart Cherry Extract Capsules, 200 Veg Caps, 3000 mg [10X Concentrated Extract] Powerful Antioxidant, Joint Health and Mobility, Uric Acid",2,READING,PA,19606-9136,25.74
"Nov 12, 2020 10:09:34 AM PST",Order,113-3082147-6673021,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,DES MOINES,IA,50320-6856,12.88
"Nov 12, 2020 10:19:39 AM PST",Order,112-8195221-0301052,N1N-MENOPAUSE-RELIEF-FBA,N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh,1,GAINESVILLE,VA,20155,13.72
"Nov 12, 2020 10:26:29 AM PST",Order,112-7158478-2193809,N1N-TBOOSTER-FBA,"N1N Premium Testosterone Booster for Men [9 Powerful Herbs] Size, Stamina, Strength and Endurance Booster, Supports Healthy Weight Loss and Build Lean",1,GLENNVILLE,GA,30427-4104,7.77
"Nov 12, 2020 10:41:32 AM PST",Order,111-7910158-5201840,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",2,ADAMSVILLE,AL,35005-1411,25.4
"Nov 12, 2020 10:41:36 AM PST",Order,111-3468166-6565803,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion",1,STAPLETON,GA,30823-5412,17.11
"Nov 12, 2020 10:45:26 AM PST",Order,114-7152422-1583437,N1N-BLOOD-SUGAR-FBA,"N1N Premium Blood Sugar Support [20 Herbs and Multivitamins] Promotes Glucose Metabolism, Healthy Blood Sugar Levels and Cardiovascular Health. Gluten",1,Kennewick,WA,99336,9.47
"Nov 12, 2020 10:45:37 AM PST",Order,111-0819844-1173866,N1N-CEYLON-CINNAMON-FBA,"N1N Premium Ceylon Cinnamon 1200mg [100% Organic Ceylon Cinnamon] All Natural Supplement for Healthy Blood Sugar Levels, Blood Circulation, Brain and",2,NAPERVILLE,IL,60564-2021,25.74
"Nov 12, 2020 10:48:56 AM PST",Order,111-4602334-4084261,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",4,Packwood,WA,98361,32.81
"Nov 12, 2020 10:50:00 AM PST",Order,112-9498464-1342643,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,NASHVILLE,TN,37215-3247,12.88
"Nov 12, 2020 10:51:35 AM PST",Order,111-0336152-1721858,N1N-APPLECIDER-CAPS-FBA,"N1N Premium Apple Cider Vinegar Capsules [Max Strength] Raw and Unfiltered Weight Loss Supplement, Natural Appetite Suppressant, Keto, Metabolism & En",1,MIAMI,FL,33176-1867,13.72
"Nov 12, 2020 10:58:16 AM PST",Order,113-6234175-2156204,N1N-KIDNEY-SUPPORT-FBA,"N1N Premium Kidney Cleanse [21 Potent Herbs] for Urinary Tract & Bladder Control, Natural Kidney Support with Cranberry Extract, Astragalus and Uva Ur",1,Pasadena,CA,91107-1313,12.87
"Nov 12, 2020 11:02:10 AM PST",Order,113-8876851-6289010,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",1,TAMPA,FLORIDA,33613-4063,13.55
"Nov 12, 2020 11:02:41 AM PST",Order,112-4220024-7328230,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",1,Santa Rosa,CA,95405-8302,13.55
"Nov 12, 2020 11:04:09 AM PST",Order,112-7035292-4446611,N1N-MENOPAUSE-RELIEF-FBA,N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh,1,Pflugerville,Tx,78660,13.72
"Nov 12, 2020 11:04:32 AM PST",Order,112-3068462-9029068,N1N-MULBERRY-FBA,"N1N White Mulberry Leaf Extract, [100% Pure, 6M's Supply], Premium Blood Sugar Control. Weight Loss, Appetite, Sugar & Carb Cravings Support, High Pot",1,Queens,NY,11414,11
"Nov 12, 2020 11:05:32 AM PST",Order,112-9145256-1037051,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion",2,PASCO,WASHINGTON,99301-5958,32.18
"Nov 12, 2020 11:05:40 AM PST",FBA Customer Return Fee,111-8067049-2348245,,FBA Customer Return Per Order Fee,,,,,0
"Nov 12, 2020 11:05:40 AM PST",FBA Customer Return Fee,111-8067049-2348245,,FBA Customer Return Per Unit Fee,,,,,-3.7
"Nov 12, 2020 11:05:40 AM PST",FBA Customer Return Fee,111-8067049-2348245,,FBA Customer Return Weight Based Fee,,,,,0
"Nov 12, 2020 11:09:10 AM PST",Order,114-7473923-1510643,N1N-MENOPAUSE-RELIEF-FBA,N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh,1,MONSON,MA,01057-9557,13.72
"Nov 12, 2020 11:11:36 AM PST",Order,111-1355256-4267437,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",1,Edgewater,Fl,32141,12.7
"Nov 12, 2020 11:13:04 AM PST",Order,113-0886679-3793042,AZS-WAIST-TRIM-XL-FBA,"AZSPORT Waist Trimmer - Adjustable Ab Sauna Belt to shed the excess Water, weight and tone of mid section, Black - One Size Fits up to 50 Inches",1,TUCSON,AZ,85746-3035,7.77
"Nov 12, 2020 11:24:44 AM PST",Order,111-2964112-9411415,N1N-CEYLON-CINNAMON-FBA,"N1N Premium Ceylon Cinnamon 1200mg [100% Organic Ceylon Cinnamon] All Natural Supplement for Healthy Blood Sugar Levels, Blood Circulation, Brain and",1,RIVERDALE,MD,20737-2624,13.72
"Nov 12, 2020 11:26:27 AM PST",Order,111-2164183-6929016,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,SALEM,MO,65560-7182,14.51
"Nov 12, 2020 11:33:49 AM PST",Order,111-1181946-1592269,N1N-WOMENS-FAT-BURNER-FBA,"N1N Premium Fat Burner for Women [7 Potent Ingredients] All Natural Thermogenic Weight Loss Pills, Suppresses Appetite, Boosts Metabolism and Energy,",1,RENO,NEVADA,89521-6864,13.72
"Nov 12, 2020 11:34:24 AM PST",Order,111-8648127-0839402,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",2,ITHACA,NY,14850-4914,25.4
"Nov 12, 2020 11:34:57 AM PST",Order,111-8122871-4745816,N1N-FMALE-ENHANCEMNT-FBA,"N1N Female Enhancement Pills - [14 Potent Herbs], Natural Mood & Energy Booster for Women, Balance Hormones, Horny Goat Weed, Ginseng, Maca Root, Dong",1,KEWAUNEE,WISCONSIN,54216-9597,13.61
"Nov 12, 2020 11:38:30 AM PST",Order,111-5063646-6455457,N1N-TART-CHERRY-FBA,"N1N Premium Tart Cherry Extract Capsules, 200 Veg Caps, 3000 mg [10X Concentrated Extract] Powerful Antioxidant, Joint Health and Mobility, Uric Acid",1,Jonesville,VA,24263,13.72
"Nov 12, 2020 11:41:12 AM PST",Order,112-2310909-1556246,N1N-MENOPAUSE-RELIEF-FBA,N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh,1,HOUSTON,TEXAS,77065-4436,13.72
"Nov 12, 2020 11:56:34 AM PST",Order,114-8613217-3695441,N1N-MAGNESIUM-CITRATE-FBA,"N1N Premium Magnesium Citrate Capsules 1250mg 120 Veg Caps [100% Pure] Powerful dose for Sleep, Muscle Cramps, Bone Health, Energy Production and Nerv",1,LEXINGTON,NC,27293-1543,12.87
"Nov 12, 2020 12:01:05 PM PST",Order,113-4447418-2482668,N1N-WOMENS-FAT-BURNER-FBA,"N1N Premium Fat Burner for Women [7 Potent Ingredients] All Natural Thermogenic Weight Loss Pills, Suppresses Appetite, Boosts Metabolism and Energy,",1,TOMAH,WI,54660-1076,13.72
"Nov 12, 2020 12:01:28 PM PST",Order,114-3709402-2403401,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",1,ARLINGTON,WASHINGTON,98223,13.55
"Nov 12, 2020 12:02:59 PM PST",Order,111-5330908-3431449,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,HILTON,NY,14468-8973,12.88
"Nov 12, 2020 12:06:26 PM PST",Order,111-2675450-6201822,N1N-FMALE-ENHANCEMNT-FBA,"N1N Female Enhancement Pills - [14 Potent Herbs], Natural Mood & Energy Booster for Women, Balance Hormones, Horny Goat Weed, Ginseng, Maca Root, Dong",1,NEWPORT NEWS,VA,23607-3443,13.61
"Nov 12, 2020 12:06:34 PM PST",Order,113-5168227-4841010,N1N-MENOPAUSE-RELIEF-FBA,N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh,1,PASADENA,TX,77503-2759,13.72
"Nov 12, 2020 12:12:13 PM PST",Order,114-9392400-6571438,N1N-MAGNESIUM-CITRATE-FBA,"N1N Premium Magnesium Citrate Capsules 1250mg 120 Veg Caps [100% Pure] Powerful dose for Sleep, Muscle Cramps, Bone Health, Energy Production and Nerv",1,DETROIT,MI,48206-2826,12.87
"Nov 12, 2020 12:12:38 PM PST",Order,111-2229275-2642626,N1N-MCTOIL-FBA,"N1N Premium MCT Oil Keto Supplement [3000 MG, 100% Pure Coconut Oil C8/C10] Natural Keto Fuel for Energy, Weight Loss & Brain Power for Men & Women, 1",1,WINDSOR LOCKS,CT,06096-2518,13.55
"Nov 12, 2020 12:13:38 PM PST",Order,113-0416706-0277029,N1N-MAGNESIUM-CITRATE-FBA,"N1N Premium Magnesium Citrate Capsules 1250mg 120 Veg Caps [100% Pure] Powerful dose for Sleep, Muscle Cramps, Bone Health, Energy Production and Nerv",1,ROCHELLE,GA,31079-4341,12.87
"Nov 12, 2020 12:13:42 PM PST",Order,114-1449529-7437810,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion",1,MIRAMAR,FL,33025-6507,17.11
"Nov 12, 2020 12:16:45 PM PST",Refund,113-8075895-0021023,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,BRENTWOOD,NY,11717-1313,-17.26
"Nov 12, 2020 12:19:39 PM PST",Order,113-5555730-0406618,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion",3,EAST STROUDSBURG,PA,18302-8741,45.22
"Nov 12, 2020 12:24:37 PM PST",Order,114-4671043-1297065,N1N-COLON-CLEANSE-FBA,"N1N Premium Colon Cleanse & Detox for Weight Loss [15-Day Quick Cleanse] All Natural Colon Detox with Probiotic for Constipation Relief, Gut Health an",1,PALM SPRINGS,FL,33461-2118,7.77
"Nov 12, 2020 12:26:00 PM PST",Order,113-6545012-1865066,N1N-MEN-MULTIVITS-FBA,"N1N Daily Multivitamin for Men, Premium Multimineral Supplement - Vitamins A C E D B1 B2 B3 B5 B6 B12. Magnesium, Zinc, Biotin, Spirulina, Antioxidant",1,North Platte,NE,69101-9476,9.47
"Nov 12, 2020 12:28:08 PM PST",Order,111-6448358-5549065,N1N-KIDNEY-SUPPORT-FBA,"N1N Premium Kidney Cleanse [21 Potent Herbs] for Urinary Tract & Bladder Control, Natural Kidney Support with Cranberry Extract, Astragalus and Uva Ur",1,MEMPHIS,TN,38134-6701,12.87
"Nov 12, 2020 12:28:40 PM PST",Order,114-9259220-0252260,N1N-MENOPAUSE-RELIEF-FBA,N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh,1,ARLINGTON,TX,76014,13.72
"Nov 12, 2020 12:28:56 PM PST",Adjustment,,N1N-CLA-FBA,FBA Inventory Reimbursement - General Adjustment,1,,,,-15.42
"Nov 12, 2020 12:42:03 PM PST",Order,113-0163005-2341816,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",1,Howard Beach,NY,11414-1804,13.55
"Nov 12, 2020 12:47:36 PM PST",Order,113-0666547-3129023,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",1,BRADENTON,FL,34212-2616,9.47
"Nov 12, 2020 12:49:34 PM PST",Order,114-5905074-3541808,AZS-MALE-ENHNCEMENT-FBA,"AZS Premium Male Enhancing Pills [10X Strength] - Increase Drive, Stamina & Endurance - Fast Acting & Natural Horny Goat Weed Supplement with 100mg Ic",1,COLUMBIA,SC,29210-0720,13.72
"Nov 12, 2020 12:51:15 PM PST",Order,111-5649314-4303411,AZS-MALE-ENHNCEMENT-FBA,"AZS Premium Male Enhancing Pills [10X Strength] - Increase Drive, Stamina & Endurance - Fast Acting & Natural Horny Goat Weed Supplement with 100mg Ic",1,FREDERICK,MD,21701-4938,13.72
"Nov 12, 2020 12:57:00 PM PST",Order,111-0262247-1390609,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,RANDOLPH CTR,VT,05061-9506,14.51
"Nov 12, 2020 12:57:04 PM PST",Order,114-3569078-5783412,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",1,VIRGINIA BEACH,VA,23456-5833,9.47
"Nov 12, 2020 1:04:33 PM PST",Adjustment,,N1N-WOMENS-FAT-BURNER-FBA,FBA Inventory Reimbursement - General Adjustment,1,,,,-13.72
"Nov 12, 2020 1:18:58 PM PST",Order,112-1612461-3505044,N1N-MAGNESIUM-CITRATE-FBA,"N1N Premium Magnesium Citrate Capsules 1250mg 120 Veg Caps [100% Pure] Powerful dose for Sleep, Muscle Cramps, Bone Health, Energy Production and Nerv",2,BOERNE,TX,78006-2820,24.14
"Nov 12, 2020 1:19:44 PM PST",Order,113-6636414-0997831,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,GRANTS PASS,OR,97526-1674,14.51
"Nov 12, 2020 1:22:40 PM PST",Order,113-5371145-7817037,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",2,MERRICK,NY,11566-4594,17.68
"Nov 12, 2020 1:23:49 PM PST",Order,113-8603987-3837866,N1N-ELDRBERRY-PLUS-FBA,N1N Premium Elderberry Capsules for Adults Immune Support [Max Strength] Pure and Potent Elderberry from Sambucus Nigra to Support Immunity & Skin Hea,1,BRONX,NY,10462-5322,13.72
"Nov 12, 2020 1:23:57 PM PST",Order,S01-2850276-2657244,N1N-MALE-FBA,"AZS Premium Male Enhancing Pills [10X Strength] - Increase Size, Energy, Drive and Performance - All Natural Horny Goat Weed Supplement, Gluten Free, Non-GMO, 60 Caps",1,NATIONAL CITY,CA,91950,-5.79
"Nov 12, 2020 1:26:01 PM PST",Order,111-6664670-4440261,N1N-MCTOIL-FBA,"N1N Premium MCT Oil Keto Supplement [3000 MG, 100% Pure Coconut Oil C8/C10] Natural Keto Fuel for Energy, Weight Loss & Brain Power for Men & Women, 1",1,PURVIS,MS,39475-3483,13.55
"Nov 12, 2020 1:29:14 PM PST",Order,113-1762321-1691424,N1N-SUPERFOOD-FBA,"N1N Premium Organic Super Green, Fruits & Veggies [28 Powerful Ingredients] All Natural Superfood Supplement with Alfalfa, Beet Root & Tart Cherry to",1,Mulberry,Arkansas,72947,13.72
"Nov 12, 2020 1:31:26 PM PST",Order,113-2364015-7749018,N1N-MULBERRY-FBA,"N1N White Mulberry Leaf Extract, [100% Pure, 6M's Supply], Premium Blood Sugar Control. Weight Loss, Appetite, Sugar & Carb Cravings Support, High Pot",1,PAYSON,AZ,85541-5051,11
"Nov 12, 2020 1:31:39 PM PST",Order,113-5365192-9465832,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,POCATELLO,IDAHO,83201-3229,14.51
"Nov 12, 2020 1:32:46 PM PST",Order,112-1237645-7447433,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",1,SAN DIEGO,CA,92129-2172,11.85
"Nov 12, 2020 1:34:14 PM PST",Order,111-2711487-9205864,N1N-5HTP-FBA,"N1N Premium 5-HTP Plus Calcium [Max Purity & Strength] Enhanced with Serotonin Synthesizers for Deeper Sleep, Positive Mood & Brain Functions, 120 Veg",1,MORENO VALLEY,CA,92555-6205,12.87
"Nov 12, 2020 1:34:18 PM PST",Order,112-3244219-2821811,N1N-MCTOIL-FBA,"N1N Premium MCT Oil Keto Supplement [3000 MG, 100% Pure Coconut Oil C8/C10] Natural Keto Fuel for Energy, Weight Loss & Brain Power for Men & Women, 1",1,WILLISTON,ND,58801-5365,13.55
"Nov 12, 2020 1:47:56 PM PST",Order,114-2228871-0934624,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",3,Sacramento,CA,95834,33
"Nov 12, 2020 1:49:23 PM PST",Order,113-9566571-1797024,N1N-LUNG-CLEANSE-FBA,"N1N Premium Lung Supplement [10 Potent Ingredients] Natural Cleanse & Detox to Help Quit Smoking and Support Free Breathing, 60 Capsules",1,WILSON,NC,27893-3667,13.72
"Nov 12, 2020 1:50:37 PM PST",Refund,113-3668314-0931425,N1N-KIDNEY-SUPPORT-FBA,"N1N Premium Kidney Cleanse [21 Potent Herbs] for Urinary Tract & Bladder Control, Natural Kidney Support with Cranberry Extract, Astragalus and Uva Ur",1,LYNNWOOD,WA,98087-5332,-16.69
"Nov 12, 2020 1:51:01 PM PST",Order,111-9913409-7452255,N1N-KIDNEY-SUPPORT-FBA,"N1N Premium Kidney Cleanse [21 Potent Herbs] for Urinary Tract & Bladder Control, Natural Kidney Support with Cranberry Extract, Astragalus and Uva Ur",1,Framingham,MA,1702,12.87
"Nov 12, 2020 1:51:26 PM PST",Order,111-4425878-7077859,N1N-CLA-FBA,"N1N Premium CLA 2000 [Max Strength, Non-Stimulant] Natural Weight Loss Supplement for Men & Women, Active Conjugated Linoleic Acid from Safflower Oil",1,Framingham,MA,1702,15.42
"Nov 12, 2020 1:55:18 PM PST",Order,S01-1500735-3343621,N1N-10X-DSCRT-FBA,"Premium 3-in-1 Horny Goat Weed Extract [10X Strength, 9 Herbs] for Men & Women for Maximum Boost of Energy, Stamina & Performance, All Natural Herbal Complex, 60 Caps (Discreet Packaging)",1,Kaufman,TX,75142,-5.49
"Nov 12, 2020 2:00:12 PM PST",Order,111-0434005-4024214,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion",1,PALESTINE,TX,75803-5636,17.11
"Nov 12, 2020 2:07:04 PM PST",Order,111-2423445-8786611,N1N-TART-CHERRY-FBA,"N1N Premium Tart Cherry Extract Capsules, 200 Veg Caps, 3000 mg [10X Concentrated Extract] Powerful Antioxidant, Joint Health and Mobility, Uric Acid",1,ROUND ROCK,TX,78664-2348,13.72
"Nov 12, 2020 2:11:26 PM PST",Order,112-3713273-6575436,N1N-10X-DSCRT-FBA,"Premium 3-in-1 Horny Goat Weed Extract [10X Strength, 9 Herbs] for Men & Women for Maximum Boost of Energy, Stamina & Performance, All Natural Herbal",1,DUNCANVILLE,TX,75137-3110,5.92
"Nov 12, 2020 2:18:30 PM PST",Order,111-9721588-0392234,N1N-BEET-ROOT-FBA,"N1N Premium Organic Beet Root Capsules 1300mg, 120 Veg Caps [Non-GMO & Gluten Free] All Natural Beet Root Powder - Helps Lower Blood Pressure, Boosts",2,CUMMING,GA,30040-0921,20.9
"Nov 12, 2020 2:22:51 PM PST",Order,114-3397522-1095451,N1N-MAG-GLYCINATE-FBA,"N1N Premium Magnesium Glycinate 400mg [Superior Absorption], All Natural Supplement to Support Heart, Bone, Muscle and Nerve Function, Non-GMO, Gluten",1,PELHAM,NH,03076-2160,5.92
"Nov 12, 2020 2:27:16 PM PST",Order,111-7829864-4688202,N1N-MENOPAUSE-RELIEF-FBA,N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh,1,NORTH PORT,FL,34287-5437,13.72
"Nov 12, 2020 2:27:42 PM PST",Order,113-5545677-9728251,N1N-URIC-ACID-FBA,"N1N Premium Uric Acid Support for Men and Women [14 Potent Herbs] All Natural Kidney Support with Tart Cherry, Milk Thistle, Celery, Chanca Piedra, 60",1,INGLEWOOD,CALIFORNIA,90301-3612,13.72
"Nov 12, 2020 2:30:00 PM PST",Order,113-5082377-0503425,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",1,DORAL,FL,33172-2779,9.47
"Nov 12, 2020 2:32:46 PM PST",Order,113-0075529-0843416,N1N-MCTOIL-FBA,"N1N Premium MCT Oil Keto Supplement [3000 MG, 100% Pure Coconut Oil C8/C10] Natural Keto Fuel for Energy, Weight Loss & Brain Power for Men & Women, 1",1,SAINT CLOUD,MN,56304-1138,13.55
"Nov 12, 2020 2:33:50 PM PST",Order,113-0724435-8048212,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",1,LAKE WORTH,FL,33467-6528,13.55
"Nov 12, 2020 2:33:59 PM PST",Order,112-5906545-5933025,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,HUDSON,MA,01749-1233,14.51
"Nov 12, 2020 2:35:05 PM PST",Order,114-4262506-4543413,N1N-MENOPAUSE-RELIEF-FBA,N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh,1,MARICOPA,AZ,85138-5133,13.72
"Nov 12, 2020 2:36:35 PM PST",Order,112-4435847-1125867,N1N-MENOPAUSE-RELIEF-FBA,N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh,1,QUAKERTOWN,PA,18951-1417,13.72
"Nov 12, 2020 2:39:03 PM PST",Order,113-5364252-0029006,AZS-MALE-ENHNCEMENT-FBA,"AZS Premium Male Enhancing Pills [10X Strength] - Increase Drive, Stamina & Endurance - Fast Acting & Natural Horny Goat Weed Supplement with 100mg Ic",1,BENHAM,KY,40807-0036,13.72
"Nov 12, 2020 2:39:11 PM PST",Order,112-6472555-5469050,N1N-MULBERRY-FBA,"N1N White Mulberry Leaf Extract, [100% Pure, 6M's Supply], Premium Blood Sugar Control. Weight Loss, Appetite, Sugar & Carb Cravings Support, High Pot",1,BEAUMONT,TX,77705-2717,11
"Nov 12, 2020 2:42:37 PM PST",Order,111-2031458-8794649,N1N-WATER-AWY-FBA,"N1N Premium Water Away Pills [12 Potent Ingredients] Natural Diuretic for Bloating Relief and Weight Loss with Dandelion, Vitamin B6 & Potassium, 60 C",1,BROOKLYN,NY,11205-3604,13.72
"Nov 12, 2020 2:43:15 PM PST",Order,112-2826152-8057064,N1N-WOMENS-FAT-BURNER-FBA,"N1N Premium Fat Burner for Women [7 Potent Ingredients] All Natural Thermogenic Weight Loss Pills, Suppresses Appetite, Boosts Metabolism and Energy,",1,SUNRISE,FL,33322-2340,13.72
"Nov 12, 2020 2:45:01 PM PST",Order,112-1155336-7621056,N1N-APPLECIDER-CAPS-FBA,"N1N Premium Apple Cider Vinegar Capsules [Max Strength] Raw and Unfiltered Weight Loss Supplement, Natural Appetite Suppressant, Keto, Metabolism & En",1,East pittsburgh,PA,15112,13.72
"Nov 12, 2020 2:51:29 PM PST",Order,111-5016135-3923442,N1N-KETO-BHB-SALT-FBA,"N1N Premium Keto Diet BHB Pills for Weight Loss [6 Powerful Ingredients] Natural Ketogenic Fat Burner That Helps Boost Energy & Focus, Manage Cravings",1,HURRICANE,WV,25526-5562,5.92
"Nov 12, 2020 2:55:29 PM PST",Order,114-0185527-5920216,AZMSC-STRNG-ACTN-GAUGE-FBA,"AZMUSIC Premium String Action Gauge, Compact and Versatile Luthier Tool for Quick and Easy Guitar Set Up and Maintenance",1,FELTON,CA,95018,6.03
"Nov 12, 2020 2:57:46 PM PST",Order,111-0228683-5062652,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",1,CLEVELAND,OH,44130-7804,13.55
"Nov 12, 2020 3:03:37 PM PST",Order,114-4437495-2357000,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",1,NAMPA,ID,83686-5486,9.47
